💥｜新闻,#genre#
CCTV5,http://111.29.9.42:6610/000000001000/1000000005000025222/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT2197120221119175523009763&channel-id=ystenlive&Contentid=1000000005000025222
CCTV5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8

CCTV5+,http://hls.yun.gehua.net.cn:8088/live/CCTV5plusHD_6000.m3u8
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8


CCTV16,http://live.cooltv.top/tv/aishang.php?id=cctv164k
CCTV16,http://111.29.9.36:6610/000000001000/5000000008000023254/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT2197120221119175523009763&channel-id=bestzb&Contentid=5000000008000023254
CCTV16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8
CCTV16,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv16/1.m3u8

抖音世界杯,http://159.75.85.63:5678/zb.php?id=douyin

咪咕体育4K,http://39.135.41.243/PLTV/88888888/224/3221226716/index.m3u8?hls
咪咕体育4K,http://117.136.156.3:80/000000001000/3000000010000005180/index.m3u8
咪咕体育4K,http://39.135.42.203:80/000000001000/3000000010000005180/index.m3u8
咪咕体育4K,http://117.136.156.35:80/000000001000/3000000010000005180/index.m3u8

咪咕体育①,http://39.135.134.67/000000001000/3000000001000028638/index.m3u8
咪咕体育②,http://39.135.134.67/000000001000/3000000001000031494/index.m3u8

五星体育,http://60.213.135.147/keonline.shanghai.liveplay.qq.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育,http://14.205.73.133/keonline.shanghai.liveplay.qq.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育,http://153.35.100.112/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育,http://119.188.123.28/tencent-upcloud-live.bestvcdn.com.cn:8080/live/program/live/ssty/4000000/mnf.m3u8

广东体育,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8


咪咕体育①,http://39.135.41.243/PLTV/88888888/224/3221226743/index.m3u8
咪咕体育②,http://39.135.41.243/PLTV/88888888/224/3221226758/index.m3u8
咪咕体育③,http://39.135.134.67/000000001000/3000000001000026778/index.m3u8
咪咕体育③,http://39.135.41.243/PLTV/88888888/224/3221226760/index.m3u8
咪咕体育④,http://39.135.41.243/PLTV/88888888/224/3221226762/index.m3u8
咪咕体育⑤,http://39.135.41.243/PLTV/88888888/224/3221226764/index.m3u8
咪咕体育⑥,http://39.135.41.243/PLTV/88888888/224/3221226766/index.m3u8
咪咕体育⑦,http://39.135.41.243/PLTV/88888888/224/3221226768/index.m3u8
咪咕体育⑧,http://39.135.41.243/PLTV/88888888/224/3221226770/index.m3u8
咪咕体育⑨,http://39.135.41.243/PLTV/88888888/224/3221226772/index.m3u8
咪咕体育⑩,http://39.135.41.243/PLTV/88888888/224/3221226774/index.m3u8
咪咕体育⑪,http://39.135.41.243/PLTV/88888888/224/3221226776/index.m3u8
咪咕体育⑫,http://39.135.41.243/PLTV/88888888/224/3221226778/index.m3u8
咪咕体育⑬,http://39.135.41.243/PLTV/88888888/224/3221226780/index.m3u8
咪咕体育⑭,http://39.135.41.243/PLTV/88888888/224/3221226782/index.m3u8
咪咕体育⑮,http://39.135.41.243/PLTV/88888888/224/3221226786/index.m3u8
咪咕体育⑯,http://39.135.41.243/PLTV/88888888/224/3221226788/index.m3u8
咪咕体育⑰,http://39.135.41.243/PLTV/88888888/224/3221226789/index.m3u8
咪咕体育⑱,http://39.135.41.243/PLTV/88888888/224/3221226790/index.m3u8
咪咕体育⑲,http://39.135.41.243/PLTV/88888888/224/3221226791/index.m3u8
咪咕体育⑳,http://39.135.41.243/PLTV/88888888/224/3221226792/index.m3u8
咪咕体育㉑,http://39.135.41.243/PLTV/88888888/224/3221226793/index.m3u8
咪咕体育㉒,http://39.135.41.243/PLTV/88888888/224/3221226794/index.m3u8
咪咕体育㉓,http://39.135.41.243/PLTV/88888888/224/3221226795/index.m3u8
咪咕体育㉔,http://39.135.41.243/PLTV/88888888/224/3221226796/index.m3u8
咪咕体育㉕,http://39.135.41.243/PLTV/88888888/224/3221226797/index.m3u8
咪咕体育㉖,http://39.135.41.243/PLTV/88888888/224/3221226798/index.m3u8
咪咕体育㉗,http://39.135.41.243/PLTV/88888888/224/3221226799/index.m3u8
咪咕体育㉘,http://39.135.41.243/PLTV/88888888/224/3221226801/index.m3u8

直播(勿相信广告),http://mmitv.top/test/yyzb.php?id=top
1,https://glxlmn026c.singularcdn.net.br/playout_01/playlist-720p.m3u8
2,https://glxlmn026c.singularcdn.net.br/playout_02/playlist-720p.m3u8
3,https://glxlmn026c.singularcdn.net.br/playout_03/playlist-720p.m3u8
4,https://glxlmn026c.singularcdn.net.br/playout_04/playlist-720p.m3u8
5,https://glxlmn026c.singularcdn.net.br/playout_05/playlist-720p.m3u8
NHK综合,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS291&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK综合,http://redlabmcdn.s.llnwi.net/nv02/ryowa2hd/playlist.m3u8
NHK教育,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK教育,http://redlabmcdn.s.llnwi.net/nv02/ryowa1hd/playlist.m3u8
BS1,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS101&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BS1,http://redlabmcdn.s.llnwi.net/nv02/bs01hd/playlist.m3u8
BSP,http://cdnv148.cloudrsst.com:1935/jptv/bspremium_720/playlist.m3u8

卡塔尔半岛电视台英语,https://live-hls-web-aje.getaj.net/AJE/01.m3u8
Abu Dhabi Sports 1,https://admdn1.cdn.mangomolo.com/adsports1/smil:adsports1.stream.smil/playlist.m3u8
Abu Dhabi Sports 2,http://admdn5.cdn.mangomolo.com/adsports2/smil:adsports2.stream.smil/chunklist_b4000000_t64MTA4MHA=.m3u8
KSA Sports 1,https://edge.taghtia.com/sa/9.m3u8
KSA Sports 2,https://edge.taghtia.com/sa/10.m3u8
中国之声,https://ngcdn001.cnr.cn/live/zgzs/index.m3u8
中国之声视频直播间,http://60.213.134.68/tlivecloud-ipv6.ysp.cctv.cn/ysp/2016993703.m3u8

2022世界杯开幕式,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/db5012e24f23449b85b082e2d6f2d313/2000.m3u8
[回放]卡塔尔VS厄瓜多尔,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a372f914ec794e9bb3a404a975ccca2a/1200.m3u8
[回放]塞内加尔VS荷兰,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/eec8ec19e2e44263a0ca74bd347837f8/2000.m3u8
[回放]美国VS威尔士,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/b05355c420c04950b2a0d6257ddca0fc/2000.m3u8
2018世界杯总决赛,http://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/c9d4cdee3e5c4e4ebe0549f3e5fa00b9/2000.m3u8
2018世界杯三四名决赛,http://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/15b384eb39b7412aa55fed44cff3043c/2000.m3u8




💖｜央视,#genre#
CCTV1,http://hls.yun.gehua.net.cn:8088/live/CCTV1HD_6000.m3u8
CCTV1,http://125.40.191.58:9901/tsfile/live/0001_1.m3u8?blog.ntnas.top 
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.115.221:8080/PLTV/88888910/224/3221225630/index.m3u8华南


CCTV2,http://hls.yun.gehua.net.cn:8088/live/CCTV2HD_6000.m3u8
CCTV2,http://125.40.191.58:9901/tsfile/live/0002_1.m3u8?blog.ntnas.top 
CCTV2,http://hms144nc1972679571.live.aikan.miguvideo.com/wh7f454c46tw1367597789_986251175/wd_r2/cctv/cctv2hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=124.222.137.170&timestamp=20220829051304&ContentId=265667329&timezone=UTC&mtv_session=3a72ceba3ac665546cb73fabdc40bd8b&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d9afe5e7950888c1a04ca5a47e51f660

CCTV3,http://hls.yun.gehua.net.cn:8088/live/CCTV3HD_6000.m3u8
CCTV3,http://125.40.191.58:9901/tsfile/live/0009_1.m3u8?blog.ntnas.top 
CCTV3,http://hms124nc1972679569.live.aikan.miguvideo.com/wh7f454c46tw2527029411_41260484/wd_r2/ocn/cctv3hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=223.150.248.38&timestamp=20220902072210&ContentId=265667206&timezone=UTC&mtv_session=36ab5975fbd743a08231254a1f9434a2&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=12cc47515a3c5f7a099951f84a9769e1
CCTV3,



CCTV4,http://hls.yun.gehua.net.cn:8088/live/CCTV4HD_6000.m3u8
CCTV4,http://hms244nc1972679581.live.aikan.miguvideo.com/wh7f454c46tw2168089571_729979938/wd_r2/cctv/cctv4hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=223.150.234.219&timestamp=20220903044441&ContentId=265667639&timezone=UTC&mtv_session=c96ce18c688885de47a3efcd50b4d291&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=080c4d06aa5dc2b2e7ddd2eb911507b2
CCTV4,http://183.207.248.15/PLTV/3/224/3221225534/index.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB?
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,http://60.10.167.88:808/hls/4/index.m3u8




CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5,http://111.29.9.37:6610/000000001000/1000000005000025222/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT2197120221119175523009763&channel-id=ystenlive&Contentid=1000000005000025222
CCTV5,http://hms424nc1972679598.live.aikan.miguvideo.com/wh7f454c46tw2239780000_-194016373/wd_r2/cctv/cctv5hdnew/1200/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=223.150.250.74&timestamp=20220904043732&ContentId=265667565&timezone=UTC&mtv_session=4ea2fb4d32f4015e8915e1b846516709&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=776269b5e2338c625fc193d081d70b56
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225756/index.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5,http://111.29.9.37:6610/000000001000/1000000005000025222/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT2197120221119175523009763&channel-id=ystenlive&Contentid=1000000005000025222
CCTV5,http://111.29.9.42:6610/000000001000/1000000005000025222/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT2197120221119175523009763&channel-id=ystenlive&Contentid=1000000005000025222
CCTV5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8


CCTV5+,http://hls.yun.gehua.net.cn:8088/live/CCTV5plusHD_6000.m3u8
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8
CCTV5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8




 


CCTV6,http://hls.yun.gehua.net.cn:8088/live/CCTV6HD_6000.m3u8
CCTV6,http://125.40.191.58:9901/tsfile/live/0007_1.m3u8?blog.ntnas.top 






CCTV7,http://hls.yun.gehua.net.cn:8088/live/CCTV7HD_6000.m3u8
CCTV7,http://125.40.191.58:9901/tsfile/live/1006_1.m3u8?blog.ntnas.top 
CCTV7,http://125.40.191.58:9901/tsfile/live/1006_1.m3u8

CCTV8,http://hls.yun.gehua.net.cn:8088/live/CCTV8HD_6000.m3u8
CCTV8,http://125.40.191.58:9901/tsfile/live/1007_1.m3u8?blog.ntnas.top 
CCTV8,http://125.40.191.58:9901/tsfile/live/1007_1.m3u8


CCTV9,http://hls.yun.gehua.net.cn:8088/live/CCTV9HD_6000.m3u8
CCTV9,http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8

CCTV10,http://hls.yun.gehua.net.cn:8088/live/CCTV10HD_6000.m3u8
CCTV10,http://125.40.191.58:9901/tsfile/live/0010_1.m3u8?blog.ntnas.top 
CCTV10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB
CCTV10,http://121.51.249.6/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel10/index.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%ABCCTV10
CCTV10,http://222.132.191.125:9901/tsfile/live/0002_1.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB


CCTV11,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
CCTV11,http://125.40.191.58:9901/tsfile/live/0011_1.m3u8?blog.ntnas.top 
CCTV11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8?
CCTV11,http://182.151.211.171:808/hls/11/index.m3u8

CCTV12,http://hls.yun.gehua.net.cn:8088/live/CCTV12HD_6000.m3u8
CCTV12,http://125.40.191.58:9901/tsfile/live/0012_1.m3u8?blog.ntnas.top 
CCTV12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB
CCTV12,http://222.132.191.125:9901/tsfile/live/0007_1.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB

CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV13,http://gslbserv.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
CCTV13,http://125.40.191.58:9901/tsfile/live/0013_1.m3u8?blog.ntnas.top
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8

CCTV14,http://hls.yun.gehua.net.cn:8088/live/CCTV14HD_6000.m3u8
CCTV14,http://222.132.191.125:9901/tsfile/live/0010_1.m3u8
CCTV14,http://125.40.191.58:9901/tsfile/live/0014_1.m3u8?blog.ntnas.top 


CCTV15,http://hls.yun.gehua.net.cn:8088/live/CCTV15HD_6000.m3u8
CCTV15,http://125.40.191.58:9901/tsfile/live/0015_1.m3u8?blog.ntnas.top
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8

CCTV16,http://111.20.105.192:6610/000000001000/5000000008000023254/index.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=3
CCTV16,http://111.29.9.36:6610/000000001000/5000000008000023254/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT2197120221119175523009763&channel-id=bestzb&Contentid=5000000008000023254
CCTV16,http://111.20.105.192:6610/000000001000/5000000008000023254/index.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT451920221120173908002837&channel-id=bestzb&Contentid=50000000080000232544K
CCTV16,http://live.cooltv.top/tv/aishang.php?id=cctv164k
CCTV16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8
CCTV16,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv16/1.m3u8
CCTV16,http://39.135.41.243/PLTV/88888888/224/3221226716/index.m3u8?hls



CCTV17,http://hls.yun.gehua.net.cn:8088/live/CCTV17HD_6000.m3u8
CCTV17,http://yfsl.vsd.gehua.net.cn/live/CCTV17HD_6000.m3u8
CCTV17,http://223.151.51.27:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://222.175.159.226:808/hls/18/index.m3u8

CCTV4-中文国际美洲,http://112.17.40.220/PLTV/88888888/224/3221231654/index.m3u8?icpid=88888888&from=1&hms_devid=264
CCTV4-中文国际欧洲,http://117.148.129.68/PLTV/88888888/224/3221231615/index.m3u8
CGTN-英语新闻,http://live.cgtn.com/1000/prog_index.m3u8
CGTN-英语新闻,http://live.cgtn.com/500/prog_index.m3u8
CGTN-俄罗斯语国际,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN-西班牙语国际,http://livees.cgtn.com/1000e/prog_index.m3u8
CHC-动作电影,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
CCTV-风云足球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
CCTV-风云足球,http://42.176.185.28:9901/tsfile/live/1017_1.m3u8
CHC高清电影,http://222.132.191.125:9901/tsfile/live/1010_1.m3u8
CHC家庭电影,http://222.132.191.125:9901/tsfile/live/1008_1.m3u8
CHC动作电影,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8
CGTN Arabic,http://livear.cgtn.com/1000a/prog_index.m3u8
CGTN Español,http://livees.cgtn.com/500e/prog_index.m3u8
CGTN France,http://livefr.cgtn.com/1000f/prog_index.m3u8
CNC英文,http://39.134.115.163:8080/PLTV/88888910/224/3221225693/index.m3u8
CNC中文,http://39.134.115.163:8080/PLTV/88888910/224/3221225694/index.m3u8
新华中文,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
中影老故事,http://39.134.19.248:6610/yinhe/2/ch00000090990000001315/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

👶｜少儿,#genre#
哈哈炫动,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
嘉佳卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8
动漫秀场,http://140.207.241.2:8080/live/program/live/dmxchd/4000000/mnf.m3u8
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
南京少兒,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
小猪佩奇,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8


🐯动画片,#genre#
哆啦A梦,http://fangsong.live/hls/bili.php?id=1717236
